variable_name,#,Temp,Coupler Detached,Coupler Attached,Host Connected,Stopped,End Of File,Temp
2019-10-13 10:25:00,859,65.509,,,,,,18.616111111111113
2019-10-13 10:30:00,860,65.509,,,,,,18.616111111111113
2019-10-13 10:35:00,861,65.509,,,,,,18.616111111111113
2019-10-13 10:40:00,862,65.509,,,,,,18.616111111111113
2019-10-13 10:45:00,863,65.509,,,,,,18.616111111111113
2019-10-13 10:50:00,864,65.33800000000001,,,,,,18.521111111111118
2019-10-13 10:55:00,865,65.33800000000001,,,,,,18.521111111111118
2019-10-13 11:00:00,866,65.33800000000001,,,,,,18.521111111111118
2019-10-13 11:05:00,867,65.167,,,,,,18.426111111111112
2019-10-13 11:10:00,868,65.167,,,,,,18.426111111111112
2019-10-13 11:15:00,869,65.167,,,,,,18.426111111111112
2019-10-13 11:20:00,870,65.167,,,,,,18.426111111111112
2019-10-13 11:25:00,871,65.167,,,,,,18.426111111111112
2019-10-13 11:30:00,872,65.167,,,,,,18.426111111111112
2019-10-13 11:35:00,873,65.167,,,,,,18.426111111111112
2019-10-13 11:40:00,874,64.99600000000001,,,,,,18.331111111111117
2019-10-13 11:45:00,875,64.99600000000001,,,,,,18.331111111111117
2019-10-13 11:50:00,876,64.99600000000001,,,,,,18.331111111111117
2019-10-13 11:55:00,877,65.167,,,,,,18.426111111111112
2019-10-13 12:00:00,878,65.167,,,,,,18.426111111111112
2019-10-13 12:05:00,879,65.167,,,,,,18.426111111111112
2019-10-13 12:10:00,880,65.167,,,,,,18.426111111111112
2019-10-13 12:15:00,881,65.167,,,,,,18.426111111111112
2019-10-13 12:20:00,882,65.167,,,,,,18.426111111111112
2019-10-13 12:25:00,883,65.167,,,,,,18.426111111111112
2019-10-13 12:30:00,884,65.167,,,,,,18.426111111111112
2019-10-13 12:35:00,885,65.167,,,,,,18.426111111111112
2019-10-13 12:40:00,886,65.167,,,,,,18.426111111111112
2019-10-13 12:45:00,887,65.167,,,,,,18.426111111111112
2019-10-13 12:50:00,888,64.99600000000001,,,,,,18.331111111111117
2019-10-13 12:55:00,889,64.99600000000001,,,,,,18.331111111111117
2019-10-13 13:00:00,890,64.99600000000001,,,,,,18.331111111111117
2019-10-13 13:05:00,891,64.825,,,,,,18.23611111111111
2019-10-13 13:10:00,892,64.825,,,,,,18.23611111111111
2019-10-13 13:15:00,893,64.825,,,,,,18.23611111111111
2019-10-13 13:20:00,894,64.825,,,,,,18.23611111111111
2019-10-13 13:25:00,895,64.652,,,,,,18.14
2019-10-13 13:30:00,896,64.652,,,,,,18.14
2019-10-13 13:35:00,897,64.825,,,,,,18.23611111111111
2019-10-13 13:40:00,898,64.825,,,,,,18.23611111111111
2019-10-13 13:45:00,899,64.825,,,,,,18.23611111111111
2019-10-13 13:50:00,900,64.825,,,,,,18.23611111111111
2019-10-13 13:55:00,901,64.825,,,,,,18.23611111111111
2019-10-13 14:00:00,902,64.825,,,,,,18.23611111111111
2019-10-13 14:05:00,903,64.825,,,,,,18.23611111111111
2019-10-13 14:10:00,904,64.825,,,,,,18.23611111111111
2019-10-13 14:15:00,905,64.825,,,,,,18.23611111111111
2019-10-13 14:20:00,906,64.825,,,,,,18.23611111111111
2019-10-13 14:25:00,907,64.825,,,,,,18.23611111111111
2019-10-13 14:30:00,908,64.652,,,,,,18.14
2019-10-13 14:35:00,909,64.652,,,,,,18.14
2019-10-13 14:40:00,910,64.652,,,,,,18.14
2019-10-13 14:45:00,911,64.652,,,,,,18.14
2019-10-13 14:50:00,912,64.652,,,,,,18.14
2019-10-13 14:55:00,913,64.652,,,,,,18.14
2019-10-13 15:00:00,914,64.652,,,,,,18.14
2019-10-13 15:05:00,915,64.652,,,,,,18.14
2019-10-13 15:10:00,916,64.652,,,,,,18.14
2019-10-13 15:15:00,917,64.652,,,,,,18.14
2019-10-13 15:20:00,918,64.652,,,,,,18.14
2019-10-13 15:25:00,919,64.825,,,,,,18.23611111111111
2019-10-13 15:30:00,920,64.825,,,,,,18.23611111111111
2019-10-13 15:35:00,921,64.99600000000001,,,,,,18.331111111111117
2019-10-13 15:40:00,922,65.167,,,,,,18.426111111111112
2019-10-13 15:45:00,923,65.167,,,,,,18.426111111111112
2019-10-13 15:50:00,924,65.167,,,,,,18.426111111111112
2019-10-13 15:55:00,925,64.99600000000001,,,,,,18.331111111111117
2019-10-13 16:00:00,926,64.99600000000001,,,,,,18.331111111111117
2019-10-13 16:05:00,927,64.99600000000001,,,,,,18.331111111111117
2019-10-13 16:10:00,928,65.167,,,,,,18.426111111111112
2019-10-13 16:15:00,929,64.99600000000001,,,,,,18.331111111111117
2019-10-13 16:20:00,930,64.99600000000001,,,,,,18.331111111111117
2019-10-13 16:25:00,931,64.99600000000001,,,,,,18.331111111111117
2019-10-13 16:30:00,932,64.825,,,,,,18.23611111111111
2019-10-13 16:35:00,933,64.825,,,,,,18.23611111111111
2019-10-13 16:40:00,934,64.825,,,,,,18.23611111111111
2019-10-13 16:45:00,935,64.652,,,,,,18.14
2019-10-13 16:50:00,936,64.652,,,,,,18.14
2019-10-13 16:55:00,937,64.48100000000001,,,,,,18.045
2019-10-13 17:00:00,938,64.48100000000001,,,,,,18.045
2019-10-13 17:05:00,939,64.48100000000001,,,,,,18.045
2019-10-13 17:10:00,940,64.31,,,,,,17.950000000000003
2019-10-13 17:15:00,941,64.31,,,,,,17.950000000000003
2019-10-13 17:20:00,942,64.48100000000001,,,,,,18.045
2019-10-13 17:25:00,943,64.99600000000001,,,,,,18.331111111111117
2019-10-13 17:30:00,944,65.33800000000001,,,,,,18.521111111111118
2019-10-13 17:35:00,945,65.68,,,,,,18.711111111111116
2019-10-13 17:40:00,946,65.851,,,,,,18.80611111111111
2019-10-13 17:45:00,947,65.851,,,,,,18.80611111111111
2019-10-13 17:50:00,948,65.851,,,,,,18.80611111111111
2019-10-13 17:55:00,949,65.851,,,,,,18.80611111111111
2019-10-13 18:00:00,950,65.851,,,,,,18.80611111111111
2019-10-13 18:05:00,951,65.851,,,,,,18.80611111111111
2019-10-13 18:10:00,952,66.02199999999999,,,,,,18.901111111111106
2019-10-13 18:15:00,953,66.02199999999999,,,,,,18.901111111111106
2019-10-13 18:20:00,954,66.193,,,,,,18.99611111111111
2019-10-13 18:25:00,955,66.53699999999999,,,,,,19.187222222222218
2019-10-13 18:30:00,956,66.708,,,,,,19.28222222222222
2019-10-13 18:35:00,957,66.87899999999999,,,,,,19.377222222222215
2019-10-13 18:40:00,958,67.05,,,,,,19.47222222222222
2019-10-13 18:45:00,959,67.221,,,,,,19.567222222222224
2019-10-13 18:50:00,960,67.05,,,,,,19.47222222222222
2019-10-13 18:55:00,961,67.05,,,,,,19.47222222222222
2019-10-13 19:00:00,962,66.87899999999999,,,,,,19.377222222222215
2019-10-13 19:05:00,963,66.87899999999999,,,,,,19.377222222222215
2019-10-13 19:10:00,964,66.708,,,,,,19.28222222222222
2019-10-13 19:15:00,965,66.53699999999999,,,,,,19.187222222222218
2019-10-13 19:20:00,966,66.53699999999999,,,,,,19.187222222222218
2019-10-13 19:25:00,967,66.53699999999999,,,,,,19.187222222222218
2019-10-13 19:30:00,968,66.366,,,,,,19.09222222222222
2019-10-13 19:35:00,969,66.366,,,,,,19.09222222222222
2019-10-13 19:40:00,970,66.366,,,,,,19.09222222222222
2019-10-13 19:45:00,971,66.366,,,,,,19.09222222222222
2019-10-13 19:50:00,972,66.366,,,,,,19.09222222222222
2019-10-13 19:55:00,973,66.366,,,,,,19.09222222222222
2019-10-13 20:00:00,974,66.193,,,,,,18.99611111111111
2019-10-13 20:05:00,975,66.193,,,,,,18.99611111111111
2019-10-13 20:10:00,976,66.193,,,,,,18.99611111111111
2019-10-13 20:15:00,977,66.193,,,,,,18.99611111111111
2019-10-13 20:20:00,978,66.193,,,,,,18.99611111111111
2019-10-13 20:25:00,979,66.193,,,,,,18.99611111111111
2019-10-13 20:30:00,980,66.193,,,,,,18.99611111111111
2019-10-13 20:35:00,981,66.193,,,,,,18.99611111111111
2019-10-13 20:40:00,982,66.193,,,,,,18.99611111111111
2019-10-13 20:45:00,983,66.193,,,,,,18.99611111111111
2019-10-13 20:50:00,984,66.366,,,,,,19.09222222222222
2019-10-13 20:55:00,985,66.366,,,,,,19.09222222222222
2019-10-13 21:00:00,986,66.53699999999999,,,,,,19.187222222222218
2019-10-13 21:05:00,987,66.53699999999999,,,,,,19.187222222222218
2019-10-13 21:10:00,988,66.53699999999999,,,,,,19.187222222222218
2019-10-13 21:15:00,989,66.53699999999999,,,,,,19.187222222222218
2019-10-13 21:20:00,990,66.53699999999999,,,,,,19.187222222222218
2019-10-13 21:25:00,991,66.366,,,,,,19.09222222222222
2019-10-13 21:30:00,992,66.193,,,,,,18.99611111111111
2019-10-13 21:35:00,993,66.193,,,,,,18.99611111111111
2019-10-13 21:40:00,994,66.193,,,,,,18.99611111111111
2019-10-13 21:45:00,995,66.02199999999999,,,,,,18.901111111111106
2019-10-13 21:50:00,996,65.851,,,,,,18.80611111111111
2019-10-13 21:55:00,997,65.68,,,,,,18.711111111111116
2019-10-13 22:00:00,998,65.509,,,,,,18.616111111111113
2019-10-13 22:05:00,999,65.33800000000001,,,,,,18.521111111111118
2019-10-13 22:10:00,1000,65.33800000000001,,,,,,18.521111111111118
2019-10-13 22:15:00,1001,65.167,,,,,,18.426111111111112
2019-10-13 22:20:00,1002,65.167,,,,,,18.426111111111112
2019-10-13 22:25:00,1003,64.99600000000001,,,,,,18.331111111111117
2019-10-13 22:30:00,1004,64.99600000000001,,,,,,18.331111111111117
2019-10-13 22:35:00,1005,64.99600000000001,,,,,,18.331111111111117
2019-10-13 22:40:00,1006,64.99600000000001,,,,,,18.331111111111117
2019-10-13 22:45:00,1007,64.99600000000001,,,,,,18.331111111111117
2019-10-13 22:50:00,1008,64.99600000000001,,,,,,18.331111111111117
2019-10-13 22:55:00,1009,64.99600000000001,,,,,,18.331111111111117
2019-10-13 23:00:00,1010,64.825,,,,,,18.23611111111111
2019-10-13 23:05:00,1011,64.825,,,,,,18.23611111111111
2019-10-13 23:10:00,1012,64.825,,,,,,18.23611111111111
2019-10-13 23:15:00,1013,64.825,,,,,,18.23611111111111
2019-10-13 23:20:00,1014,64.652,,,,,,18.14
2019-10-13 23:25:00,1015,64.652,,,,,,18.14
2019-10-13 23:30:00,1016,64.652,,,,,,18.14
2019-10-13 23:35:00,1017,64.652,,,,,,18.14
2019-10-13 23:40:00,1018,64.652,,,,,,18.14
2019-10-13 23:45:00,1019,64.48100000000001,,,,,,18.045
2019-10-13 23:50:00,1020,64.48100000000001,,,,,,18.045
2019-10-13 23:55:00,1021,64.48100000000001,,,,,,18.045
2019-10-14 00:00:00,1022,64.48100000000001,,,,,,18.045
2019-10-14 00:05:00,1023,64.48100000000001,,,,,,18.045
2019-10-14 00:10:00,1024,64.48100000000001,,,,,,18.045
2019-10-14 00:15:00,1025,64.31,,,,,,17.950000000000003
2019-10-14 00:20:00,1026,64.31,,,,,,17.950000000000003
2019-10-14 00:25:00,1027,64.31,,,,,,17.950000000000003
2019-10-14 00:30:00,1028,64.31,,,,,,17.950000000000003
2019-10-14 00:35:00,1029,64.31,,,,,,17.950000000000003
2019-10-14 00:40:00,1030,64.31,,,,,,17.950000000000003
2019-10-14 00:45:00,1031,64.139,,,,,,17.855
2019-10-14 00:50:00,1032,64.139,,,,,,17.855
2019-10-14 00:55:00,1033,64.139,,,,,,17.855
2019-10-14 01:00:00,1034,64.139,,,,,,17.855
2019-10-14 01:05:00,1035,64.139,,,,,,17.855
2019-10-14 01:10:00,1036,64.139,,,,,,17.855
2019-10-14 01:15:00,1037,63.968,,,,,,17.760000000000005
2019-10-14 01:20:00,1038,63.968,,,,,,17.760000000000005
2019-10-14 01:25:00,1039,63.968,,,,,,17.760000000000005
2019-10-14 01:30:00,1040,63.968,,,,,,17.760000000000005
2019-10-14 01:35:00,1041,63.968,,,,,,17.760000000000005
2019-10-14 01:40:00,1042,63.968,,,,,,17.760000000000005
2019-10-14 01:45:00,1043,63.968,,,,,,17.760000000000005
2019-10-14 01:50:00,1044,63.797,,,,,,17.665
2019-10-14 01:55:00,1045,63.797,,,,,,17.665
2019-10-14 02:00:00,1046,63.797,,,,,,17.665
2019-10-14 02:05:00,1047,63.797,,,,,,17.665
2019-10-14 02:10:00,1048,63.797,,,,,,17.665
2019-10-14 02:15:00,1049,63.797,,,,,,17.665
2019-10-14 02:20:00,1050,63.797,,,,,,17.665
2019-10-14 02:25:00,1051,63.797,,,,,,17.665
2019-10-14 02:30:00,1052,63.626000000000005,,,,,,17.570000000000004
2019-10-14 02:35:00,1053,63.626000000000005,,,,,,17.570000000000004
2019-10-14 02:40:00,1054,63.626000000000005,,,,,,17.570000000000004
2019-10-14 02:45:00,1055,63.626000000000005,,,,,,17.570000000000004
2019-10-14 02:50:00,1056,63.626000000000005,,,,,,17.570000000000004
2019-10-14 02:55:00,1057,63.626000000000005,,,,,,17.570000000000004
2019-10-14 03:00:00,1058,63.626000000000005,,,,,,17.570000000000004
2019-10-14 03:05:00,1059,63.626000000000005,,,,,,17.570000000000004
2019-10-14 03:10:00,1060,63.455,,,,,,17.474999999999998
2019-10-14 03:15:00,1061,63.455,,,,,,17.474999999999998
2019-10-14 03:20:00,1062,63.455,,,,,,17.474999999999998
2019-10-14 03:25:00,1063,63.455,,,,,,17.474999999999998
2019-10-14 03:30:00,1064,63.455,,,,,,17.474999999999998
2019-10-14 03:35:00,1065,63.455,,,,,,17.474999999999998
2019-10-14 03:40:00,1066,63.455,,,,,,17.474999999999998
2019-10-14 03:45:00,1067,63.455,,,,,,17.474999999999998
2019-10-14 03:50:00,1068,63.455,,,,,,17.474999999999998
2019-10-14 03:55:00,1069,63.455,,,,,,17.474999999999998
2019-10-14 04:00:00,1070,63.455,,,,,,17.474999999999998
2019-10-14 04:05:00,1071,63.282,,,,,,17.378888888888884
2019-10-14 04:10:00,1072,63.282,,,,,,17.378888888888884
2019-10-14 04:15:00,1073,63.282,,,,,,17.378888888888884
2019-10-14 04:20:00,1074,63.282,,,,,,17.378888888888884
2019-10-14 04:25:00,1075,63.282,,,,,,17.378888888888884
2019-10-14 04:30:00,1076,63.282,,,,,,17.378888888888884
2019-10-14 04:35:00,1077,63.282,,,,,,17.378888888888884
2019-10-14 04:40:00,1078,63.282,,,,,,17.378888888888884
2019-10-14 04:45:00,1079,63.282,,,,,,17.378888888888884
2019-10-14 04:50:00,1080,63.282,,,,,,17.378888888888884
2019-10-14 04:55:00,1081,63.282,,,,,,17.378888888888884
2019-10-14 05:00:00,1082,63.111000000000004,,,,,,17.28388888888889
2019-10-14 05:05:00,1083,63.282,,,,,,17.378888888888884
2019-10-14 05:10:00,1084,63.111000000000004,,,,,,17.28388888888889
2019-10-14 05:15:00,1085,63.282,,,,,,17.378888888888884
2019-10-14 05:20:00,1086,63.111000000000004,,,,,,17.28388888888889
2019-10-14 05:25:00,1087,63.111000000000004,,,,,,17.28388888888889
2019-10-14 05:30:00,1088,63.111000000000004,,,,,,17.28388888888889
2019-10-14 05:35:00,1089,63.111000000000004,,,,,,17.28388888888889
2019-10-14 05:40:00,1090,63.111000000000004,,,,,,17.28388888888889
2019-10-14 05:45:00,1091,63.111000000000004,,,,,,17.28388888888889
2019-10-14 05:50:00,1092,63.111000000000004,,,,,,17.28388888888889
2019-10-14 05:55:00,1093,63.111000000000004,,,,,,17.28388888888889
2019-10-14 06:00:00,1094,63.111000000000004,,,,,,17.28388888888889
2019-10-14 06:05:00,1095,63.111000000000004,,,,,,17.28388888888889
2019-10-14 06:10:00,1096,63.111000000000004,,,,,,17.28388888888889
2019-10-14 06:15:00,1097,63.626000000000005,,,,,,17.570000000000004
2019-10-14 06:20:00,1098,64.31,,,,,,17.950000000000003
2019-10-14 06:25:00,1099,64.825,,,,,,18.23611111111111
2019-10-14 06:30:00,1100,65.33800000000001,,,,,,18.521111111111118
2019-10-14 06:35:00,1101,65.68,,,,,,18.711111111111116
2019-10-14 06:40:00,1102,66.193,,,,,,18.99611111111111
2019-10-14 06:45:00,1103,66.708,,,,,,19.28222222222222
2019-10-14 06:50:00,1104,67.05,,,,,,19.47222222222222
2019-10-14 06:55:00,1105,67.221,,,,,,19.567222222222224
2019-10-14 07:00:00,1106,67.564,,,,,,19.757777777777775
2019-10-14 07:05:00,1107,67.735,,,,,,19.852777777777778
2019-10-14 07:10:00,1108,67.906,,,,,,19.94777777777778
2019-10-14 07:15:00,1109,67.906,,,,,,19.94777777777778
2019-10-14 07:20:00,1110,67.906,,,,,,19.94777777777778
2019-10-14 07:25:00,1111,67.735,,,,,,19.852777777777778
2019-10-14 07:30:00,1112,67.564,,,,,,19.757777777777775
2019-10-14 07:35:00,1113,67.392,,,,,,19.66222222222222
2019-10-14 07:40:00,1114,67.221,,,,,,19.567222222222224
2019-10-14 07:45:00,1115,67.05,,,,,,19.47222222222222
2019-10-14 07:50:00,1116,66.87899999999999,,,,,,19.377222222222215
2019-10-14 07:55:00,1117,66.708,,,,,,19.28222222222222
2019-10-14 08:00:00,1118,66.53699999999999,,,,,,19.187222222222218
2019-10-14 08:05:00,1119,66.366,,,,,,19.09222222222222
2019-10-14 08:10:00,1120,66.193,,,,,,18.99611111111111
2019-10-14 08:15:00,1121,66.193,,,,,,18.99611111111111
2019-10-14 08:20:00,1122,66.02199999999999,,,,,,18.901111111111106
2019-10-14 08:25:00,1123,65.851,,,,,,18.80611111111111
2019-10-14 08:30:00,1124,65.851,,,,,,18.80611111111111
2019-10-14 08:35:00,1125,65.68,,,,,,18.711111111111116
2019-10-14 08:40:00,1126,65.68,,,,,,18.711111111111116
2019-10-14 08:45:00,1127,65.509,,,,,,18.616111111111113
2019-10-14 08:50:00,1128,65.509,,,,,,18.616111111111113
2019-10-14 08:55:00,1129,65.33800000000001,,,,,,18.521111111111118
2019-10-14 09:00:00,1130,65.33800000000001,,,,,,18.521111111111118
2019-10-14 09:05:00,1131,65.167,,,,,,18.426111111111112
2019-10-14 09:10:00,1132,65.167,,,,,,18.426111111111112
2019-10-14 09:15:00,1133,65.167,,,,,,18.426111111111112
2019-10-14 09:20:00,1134,65.167,,,,,,18.426111111111112
2019-10-14 09:25:00,1135,65.167,,,,,,18.426111111111112
2019-10-14 09:30:00,1136,64.99600000000001,,,,,,18.331111111111117
2019-10-14 09:35:00,1137,64.99600000000001,,,,,,18.331111111111117
2019-10-14 09:40:00,1138,64.99600000000001,,,,,,18.331111111111117
2019-10-14 09:45:00,1139,64.99600000000001,,,,,,18.331111111111117
2019-10-14 09:50:00,1140,64.99600000000001,,,,,,18.331111111111117
2019-10-14 09:55:00,1141,64.825,,,,,,18.23611111111111
2019-10-14 10:00:00,1142,64.825,,,,,,18.23611111111111
2019-10-14 10:05:00,1143,64.825,,,,,,18.23611111111111
2019-10-14 10:10:00,1144,64.825,,,,,,18.23611111111111
2019-10-14 10:15:00,1145,64.825,,,,,,18.23611111111111
2019-10-14 10:20:00,1146,64.652,,,,,,18.14
2019-10-14 10:25:00,1147,64.652,,,,,,18.14
2019-10-14 10:30:00,1148,64.652,,,,,,18.14
2019-10-14 10:35:00,1149,64.652,,,,,,18.14
2019-10-14 10:40:00,1150,64.652,,,,,,18.14
2019-10-14 10:45:00,1151,64.48100000000001,,,,,,18.045
2019-10-14 10:50:00,1152,64.48100000000001,,,,,,18.045
2019-10-14 10:55:00,1153,64.48100000000001,,,,,,18.045
2019-10-14 11:00:00,1154,64.48100000000001,,,,,,18.045
2019-10-14 11:05:00,1155,64.31,,,,,,17.950000000000003
2019-10-14 11:10:00,1156,64.31,,,,,,17.950000000000003
2019-10-14 11:15:00,1157,64.31,,,,,,17.950000000000003
2019-10-14 11:20:00,1158,64.31,,,,,,17.950000000000003
2019-10-14 11:25:00,1159,64.31,,,,,,17.950000000000003
2019-10-14 11:30:00,1160,64.31,,,,,,17.950000000000003
2019-10-14 11:35:00,1161,64.139,,,,,,17.855
2019-10-14 11:40:00,1162,64.139,,,,,,17.855
2019-10-14 11:45:00,1163,64.139,,,,,,17.855
2019-10-14 11:50:00,1164,64.139,,,,,,17.855
2019-10-14 11:55:00,1165,64.139,,,,,,17.855
2019-10-14 12:00:00,1166,64.139,,,,,,17.855
2019-10-14 12:05:00,1167,64.139,,,,,,17.855
2019-10-14 12:10:00,1168,64.139,,,,,,17.855
2019-10-14 12:15:00,1169,64.139,,,,,,17.855
2019-10-14 12:20:00,1170,64.139,,,,,,17.855
2019-10-14 12:25:00,1171,64.139,,,,,,17.855
2019-10-14 12:30:00,1172,64.139,,,,,,17.855
2019-10-14 12:35:00,1173,64.139,,,,,,17.855
2019-10-14 12:40:00,1174,64.139,,,,,,17.855
2019-10-14 12:45:00,1175,64.139,,,,,,17.855
2019-10-14 12:50:00,1176,63.968,,,,,,17.760000000000005
2019-10-14 12:55:00,1177,63.968,,,,,,17.760000000000005
2019-10-14 13:00:00,1178,63.968,,,,,,17.760000000000005
2019-10-14 13:05:00,1179,63.968,,,,,,17.760000000000005
2019-10-14 13:10:00,1180,63.968,,,,,,17.760000000000005
2019-10-14 13:15:00,1181,63.797,,,,,,17.665
2019-10-14 13:20:00,1182,63.797,,,,,,17.665
2019-10-14 13:25:00,1183,63.797,,,,,,17.665
2019-10-14 13:30:00,1184,63.797,,,,,,17.665
2019-10-14 13:35:00,1185,63.797,,,,,,17.665
2019-10-14 13:40:00,1186,63.797,,,,,,17.665
2019-10-14 13:45:00,1187,63.797,,,,,,17.665
2019-10-14 13:50:00,1188,63.797,,,,,,17.665
2019-10-14 13:55:00,1189,63.797,,,,,,17.665
2019-10-14 14:00:00,1190,63.797,,,,,,17.665
2019-10-14 14:05:00,1191,63.797,,,,,,17.665
2019-10-14 14:10:00,1192,63.626000000000005,,,,,,17.570000000000004
2019-10-14 14:15:00,1193,63.797,,,,,,17.665
2019-10-14 14:20:00,1194,63.626000000000005,,,,,,17.570000000000004
2019-10-14 14:25:00,1195,63.626000000000005,,,,,,17.570000000000004
2019-10-14 14:30:00,1196,63.626000000000005,,,,,,17.570000000000004
2019-10-14 14:35:00,1197,63.626000000000005,,,,,,17.570000000000004
2019-10-14 14:40:00,1198,63.626000000000005,,,,,,17.570000000000004
2019-10-14 14:45:00,1199,63.626000000000005,,,,,,17.570000000000004
2019-10-14 14:50:00,1200,63.626000000000005,,,,,,17.570000000000004
2019-10-14 14:55:00,1201,63.626000000000005,,,,,,17.570000000000004
2019-10-14 15:00:00,1202,63.626000000000005,,,,,,17.570000000000004
2019-10-14 15:05:00,1203,63.626000000000005,,,,,,17.570000000000004
2019-10-14 15:10:00,1204,63.626000000000005,,,,,,17.570000000000004
2019-10-14 15:15:00,1205,63.626000000000005,,,,,,17.570000000000004
2019-10-14 15:20:00,1206,63.626000000000005,,,,,,17.570000000000004
2019-10-14 15:25:00,1207,63.455,,,,,,17.474999999999998
2019-10-14 15:30:00,1208,63.455,,,,,,17.474999999999998
2019-10-14 15:35:00,1209,63.455,,,,,,17.474999999999998
2019-10-14 15:40:00,1210,63.455,,,,,,17.474999999999998
2019-10-14 15:45:00,1211,63.455,,,,,,17.474999999999998
2019-10-14 15:50:00,1212,63.455,,,,,,17.474999999999998
2019-10-14 15:55:00,1213,63.455,,,,,,17.474999999999998
2019-10-14 16:00:00,1214,63.455,,,,,,17.474999999999998
2019-10-14 16:05:00,1215,63.455,,,,,,17.474999999999998
2019-10-14 16:10:00,1216,63.626000000000005,,,,,,17.570000000000004
2019-10-14 16:15:00,1217,64.139,,,,,,17.855
2019-10-14 16:20:00,1218,64.652,,,,,,18.14
2019-10-14 16:25:00,1219,65.33800000000001,,,,,,18.521111111111118
2019-10-14 16:30:00,1220,66.02199999999999,,,,,,18.901111111111106
2019-10-14 16:35:00,1221,66.53699999999999,,,,,,19.187222222222218
2019-10-14 16:40:00,1222,66.87899999999999,,,,,,19.377222222222215
2019-10-14 16:45:00,1223,67.221,,,,,,19.567222222222224
2019-10-14 16:50:00,1224,67.564,,,,,,19.757777777777775
2019-10-14 16:55:00,1225,67.735,,,,,,19.852777777777778
2019-10-14 17:00:00,1226,68.077,,,,,,20.042777777777776
2019-10-14 17:05:00,1227,68.077,,,,,,20.042777777777776
2019-10-14 17:10:00,1228,68.077,,,,,,20.042777777777776
2019-10-14 17:15:00,1229,68.077,,,,,,20.042777777777776
2019-10-14 17:20:00,1230,67.906,,,,,,19.94777777777778
2019-10-14 17:25:00,1231,67.735,,,,,,19.852777777777778
2019-10-14 17:30:00,1232,67.564,,,,,,19.757777777777775
2019-10-14 17:35:00,1233,67.221,,,,,,19.567222222222224
2019-10-14 17:40:00,1234,67.05,,,,,,19.47222222222222
2019-10-14 17:45:00,1235,67.05,,,,,,19.47222222222222
2019-10-14 17:50:00,1236,66.87899999999999,,,,,,19.377222222222215
2019-10-14 17:55:00,1237,66.708,,,,,,19.28222222222222
2019-10-14 18:00:00,1238,66.53699999999999,,,,,,19.187222222222218
2019-10-14 18:05:00,1239,66.53699999999999,,,,,,19.187222222222218
2019-10-14 18:10:00,1240,66.366,,,,,,19.09222222222222
2019-10-14 18:15:00,1241,66.193,,,,,,18.99611111111111
2019-10-14 18:20:00,1242,66.193,,,,,,18.99611111111111
2019-10-14 18:25:00,1243,66.193,,,,,,18.99611111111111
2019-10-14 18:30:00,1244,66.02199999999999,,,,,,18.901111111111106
2019-10-14 18:35:00,1245,66.02199999999999,,,,,,18.901111111111106
2019-10-14 18:40:00,1246,66.02199999999999,,,,,,18.901111111111106
2019-10-14 18:45:00,1247,66.02199999999999,,,,,,18.901111111111106
2019-10-14 18:50:00,1248,65.851,,,,,,18.80611111111111
2019-10-14 18:55:00,1249,65.851,,,,,,18.80611111111111
2019-10-14 19:00:00,1250,65.851,,,,,,18.80611111111111
2019-10-14 19:05:00,1251,65.851,,,,,,18.80611111111111
2019-10-14 19:10:00,1252,65.851,,,,,,18.80611111111111
2019-10-14 19:15:00,1253,65.68,,,,,,18.711111111111116
2019-10-14 19:20:00,1254,65.851,,,,,,18.80611111111111
2019-10-14 19:25:00,1255,66.193,,,,,,18.99611111111111
2019-10-14 19:30:00,1256,66.708,,,,,,19.28222222222222
2019-10-14 19:35:00,1257,67.05,,,,,,19.47222222222222
2019-10-14 19:40:00,1258,67.221,,,,,,19.567222222222224
2019-10-14 19:45:00,1259,67.392,,,,,,19.66222222222222
2019-10-14 19:50:00,1260,67.564,,,,,,19.757777777777775
2019-10-14 19:55:00,1261,67.564,,,,,,19.757777777777775
2019-10-14 20:00:00,1262,67.392,,,,,,19.66222222222222
2019-10-14 20:05:00,1263,67.392,,,,,,19.66222222222222
2019-10-14 20:10:00,1264,67.221,,,,,,19.567222222222224
2019-10-14 20:15:00,1265,67.221,,,,,,19.567222222222224
2019-10-14 20:20:00,1266,67.05,,,,,,19.47222222222222
2019-10-14 20:25:00,1267,67.05,,,,,,19.47222222222222
2019-10-14 20:30:00,1268,67.05,,,,,,19.47222222222222
2019-10-14 20:35:00,1269,66.87899999999999,,,,,,19.377222222222215
2019-10-14 20:40:00,1270,66.87899999999999,,,,,,19.377222222222215
2019-10-14 20:45:00,1271,66.87899999999999,,,,,,19.377222222222215
2019-10-14 20:50:00,1272,66.708,,,,,,19.28222222222222
2019-10-14 20:55:00,1273,66.708,,,,,,19.28222222222222
2019-10-14 21:00:00,1274,66.708,,,,,,19.28222222222222
2019-10-14 21:05:00,1275,66.708,,,,,,19.28222222222222
2019-10-14 21:10:00,1276,66.53699999999999,,,,,,19.187222222222218
2019-10-14 21:15:00,1277,66.53699999999999,,,,,,19.187222222222218
2019-10-14 21:20:00,1278,66.53699999999999,,,,,,19.187222222222218
2019-10-14 21:25:00,1279,66.53699999999999,,,,,,19.187222222222218
2019-10-14 21:30:00,1280,66.366,,,,,,19.09222222222222
